tt0407362;Battlestar Galactica;When an old enemy, the Cylons, resurface and obliterate the 12 colonies, the crew of the aged Galactica protect a small civilian fleet - the last of humanity - as they journey toward the fabled 13th colony, Earth.;87;2004;[drama,action,adventure];battlestar_galactica.jpg;[13,20,20,20]
tt0090509;The Return of Sherlock Holmes;Sherlock Holmes and Dr Watson solve the mysteries of the devil's foot, Silver Blaze, Wisteria Lodge and the Bruce-Partington Plans.;86;1986;[crime,drama,mystery];the_return_of_sherlock_holmes.jpg;[7,4]
tt0412142;House;An antisocial maverick doctor who specializes in diagnostic medicine does whatever it takes to solve puzzling cases that come his way using his crack team of doctors and his wits.;87;2004;[drama,mystery];house.jpg;[22,24,24,16,24,21,23,22]
tt4786824;The Crown;Follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the 20th century.;86;2016;[drama,history];the_crown.jpg;[10,10,10,2]
tt0459159;The Thick of It;Set in the corridors of power and spin, the Minister for Social Affairs, is continually harassed by Number 10's policy enforcer and dependent on his not-so-reliable team of civil servants.;86;2005;[comedy];the_thick_of_it.jpg;[3,3,8,7,7]
tt0120570;From the Earth to the Moon;Dramatized portrayal of the Apollo manned space program.;86;1998;[drama,history,action];from_the_earth_to_the_moon.jpg;[12]
tt0248654;Six Feet Under;A drama series that takes a darkly comical look at members of a dysfunctional California family that runs an independent funeral home.;87;2001;[drama,comedy];six_feet_under.jpg;[13,13,13,12,12]
tt0088484;Black-Adder II;In the Tudor court of Elizabeth I, Lord Edmund Blackadder strives to win Her Majesty's favour while attempting to avoid a grisly fate should he offend her.;86;1986;[comedy];black-adder_ii.jpg;[6]
tt5189670;Making a Murderer;Filmed over a 10-year period, Steven Avery, a DNA exoneree who, while in the midst of exposing corruption in local law enforcement, finds himself the prime suspect in a grisly new crime.;86;2015;[crime,documentary];making_a_murderer.jpg;[10,10]
tt3032476;Better Call Saul;The trials and tribulations of criminal lawyer, Jimmy McGill, in the time leading up to establishing his strip-mall law office in Albuquerque, New Mexico.;87;2015;[crime,drama];better_call_saul.jpg;[10,10,10,10,10]
tt0075537;Mind Your Language;Jeremy Brown is a put-upon language teacher who tries to make a living by teaching English to immigrants. With pupils from India, France, China, and many other countries, his lessons do not always go as planned.;86;1977;[comedy];mind_your_language.jpg;[13,8,8,13]
tt6077448;Sacred Games;A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm.;86;2018;[crime,drama,action];sacred_games.jpg;[8,8]
tt0286486;The Shield;Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.;86;2002;[crime,drama,thriller];the_shield.jpg;[13,13,15,13,11,11,13]
tt3322312;Daredevil;A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.;86;2015;[crime,drama,action];daredevil.jpg;[13,13,13]
tt8714904;Narcos: Mexico;The rise of the Guadalajara Cartel as an American DEA agent learns the danger of targeting narcos in Mexico.;86;2018;[crime,drama];narcos_mexico.jpg;[10]
tt0403778;Long Way Round;This documentary series follows actors Ewan McGregor and Charley Boorman on a motorcycle trip around the world. The two friends will travel through such places as Siberia, Kazakhstan, Mongolia, and Alaska, before finally ending the journey in New York. The filming will be done by on board cameras and one ride along cameraman.;86;2004;[adventure,documentary];long_way_round.jpg;[7,7]
tt0417349;North & South;North and South is a four part adaptation of Elizabeth Gaskell's love story of Margaret Hale, a middle class southerner who is forced to move to the northern town of Milton.;86;2004;[drama,romance];north_&_south.jpg;[4]
tt6478318;Masum;Cevdet (Haluk Bilginer), a retired commissioner, and his wife spend their pensions in peace on a farm away from the city. Suddenly the life of the family is destroyed by the sudden arrival of a terrible news from the little son.;86;2017;[crime,drama,mystery];masum.jpg;[8]
tt0434706;Monster;A brilliant neurosurgeon living in Germany finds his life in utter turmoil after getting involved with a psychopath that was once a former patient.;86;2004;[crime,drama,animation];monster.jpg;[74,74]
tt1733785;Bron/Broen;When a body is found on the bridge between Denmark and Sweden, right on the border, Danish inspector Martin Rohde and Swedish Saga Norén have to share jurisdiction and work together to find the killer.;86;2011;[crime,mystery,thriller];bronbroen.jpg;[10,10,10,8]
tt5788792;The Marvelous Mrs. Maisel;A housewife in the 1950s decides to become a stand-up comic.;86;2017;[drama,comedy];the_marvelous_mrs._maisel.jpg;[8,10,1]
tt0092324;Black Adder the Third;In the Regency era, Mr E. Blackadder serves as butler to the foppish numskull Prince George amidst the fads and crazes of the time.;86;1987;[comedy];black_adder_the_third.jpg;[6]
tt0314979;Battlestar Galactica;Following the destruction of the Twelve Colonies of Kobol by the Cylons, a rag-tag fugitive fleet of the last remnants of mankind flees the pursuing Cylons while simultaneously searching for their true home: Earth.;86;2003;[drama,action,adventure];battlestar_galactica.jpg;[2]
tt1641384;Young Justice;Teenage superheroes strive to prove themselves as members of the Justice League.;86;2010;[action,adventure,animation];young_justice.jpg;[26,20,26]
tt0994314;Code Geass: Lelouch of the Rebellion;After being given a mysterious power to control others, an outcast prince becomes the masked leader of the rebellion against an all powerful empire;86;2006;[action,adventure,animation];code_geass_lelouch_of_the_rebellion.jpg;[25,25,25]
tt0187664;Spaced;Friends Tim and Daisy, 20-something North Londoners with uncertain futures, must pretend to be a couple to live in the only apartment they can afford.;86;1999;[action,comedy];spaced.jpg;[7,7]
tt2049116;Gomorrah;Ciro disregards tradition in his attempt to become the next boss of his crime syndicate. The internal power struggle puts him and his entire family's life at risk.;86;2014;[crime,drama,thriller];gomorrah.jpg;[12,12,12,12]
tt6958022;The Defiant Ones;"The Defiant Ones" examines the partnership between Jimmy Iovine and Dr. Dre - one the son of a Brooklyn longshoreman, the other straight out of Compton - and their leading roles in a chain of transformative events in contemporary culture.;86;2017;[crime,biography,documentary];the_defiant_ones.jpg;[4]
tt0421357;Fullmetal Alchemist;When a failed alchemical ritual leaves brothers Edward and Alphonse Elric with severely damaged bodies, they begin searching for the one thing that can save them: The fabled philosopher's stone.;86;2003;[action,adventure,animation];fullmetal_alchemist.jpg;[51]
tt0053488;The Bugs Bunny Show;Bugs Bunny, the famous, Oscar-winning cartoon rabbit, hosts his first weekly television series, along with all his fellow Warner Brothers cartoon stars, including Daffy Duck, Porky Pig, Elmer Fudd, Yosemite Sam, the Tasmanian Devil, Tweety Bird, Sylvester Cat, the Road Runner, Wile E. Coyote, Pepe Le Pew, Foghorn Leghorn, and Speedy Gonzales. Each episode features three theatrical cartoons introduced by Bugs and/or the other characters, and often with a unifying idea, or theme. Many episodes feature Bugs as a lecturer on such subjects as cats, dogs, birds, and humans, and offering classic Warner Brothers cartoon footage to comically illustrate his points.;86;1960;[comedy,animation];the_bugs_bunny_show.jpg;[26,26,1]
tt5712554;The Grand Tour;Follow Jeremy, Richard, and James, as they embark on an adventure across the globe. Driving new and exciting automobiles from manufacturers all over the world.;86;2016;[comedy,talk-show];the_grand_tour.jpg;[13,11,12]
tt1513168;Through the Wormhole;Hosted by Morgan Freeman, Through the Wormhole will explore the deepest mysteries of existence - the questions that have puzzled mankind for eternity. What are we made of? What was there before the beginning? Are we really alone? Is there a creator? These questions have been pondered by the most exquisite minds of the human race. Now, science has evolved to the point where hard facts and evidence may be able to provide us with answers instead of philosophical theories. Through the Wormhole will bring together the brightest minds and best ideas from the very edges of science - Astrophysics, Astrobiology, Quantum Mechanics, String Theory, and more - to reveal the extraordinary truth of our Universe.;86;2010;[documentary];through_the_wormhole.jpg;[8,10,10,10,10,6,4,4,4]
tt0203082;Samurai X: Trust and Betrayal;In the era of Japan's Meiji Restoration, an assassin regains his humanity.;86;1999;[action,adventure,animation];samurai_x_trust_and_betrayal.jpg;[4]
tt1266020;Parks and Recreation;The absurd antics of an Indiana town's public officials as they pursue sundry projects to make their city a better place.;86;2009;[comedy];parks_and_recreation.jpg;[6,24,16,22,22,22,13]
tt1586680;Shameless;A scrappy, fiercely loyal Chicago family makes no apologies.;86;2011;[drama,comedy];shameless.jpg;[12,12,12,12,12,12,12,12,14]
tt4295140;Chef's Table;Chef's Table goes inside the lives and kitchens of six of the world's most renowned international chefs. Each episode focuses on a single chef and their unique look at their lives, talents and passion from their piece of culinary heaven.;86;2015;[documentary];chefs_table.jpg;[6,6,6,4,4]
tt5675620;The Punisher;After the murder of his family, Marine veteran Frank Castle becomes the vigilante known as "The Punisher," with only one goal in mind: to avenge them.;86;2017;[crime,action,adventure];the_punisher.jpg;[13,13]
tt4269716;Umbre;Relu is a family man. He has two children, a wife and a double life. Seen through the eyes of his family, Relu Oncescu appears to be an ordinary taxi driver. No one suspects that Relu works as a collector for Capitanu', a local mobster. Neither of the two worlds (his family and the mafia) knows of the other's existence. Relu manages to keep everything under control, but not for long. After accidentally killing a man, he tries to get out of the underworld, but he can't find his way back. Day by day, the secrets he keeps become increasingly oppressive and the lies begin to surface, one by one.;86;2014;[crime,drama,thriller];umbre.jpg;[8,6,1]
tt4288182;Atlanta;Based in Atlanta, Earn and his cousin Alfred are trying to make their way up in the world through the rap scene. Along the way they come face to face with social and economic issues touching on race, relationships, poverty, status, and parenthood.;86;2016;[drama,comedy,music];atlanta.jpg;[10,11,10]
tt0111958;Father Ted;Three misfit priests and their housekeeper live on Craggy Island, not the peaceful and quiet part of Ireland that it seems to be.;86;1995;[comedy];father_ted.jpg;[6,11,8]
tt0275137;Justice League;Seven of the most formidable heroes form arguably the most powerful team ever.;86;2001;[action,adventure,animation];justice_league.jpg;[26,26]
tt5288312;Skam;The story of young teenagers and pupils on Hartvig Nissens upper secondary school in Oslo, and their troubles, scandals and everyday life. Each season is told from a different person's point of view.;86;2015;[drama,romance];skam.jpg;[11,12,10,10]
tt1831164;Leyla and Mecnun;Turkish television comedy series set in Istanbul, Leyla and Mecnun is a surreal and absurd comedy that revolves around the fictional love story between Leyla and Mecnun.;86;2011;[drama,adventure,comedy];leyla_and_mecnun.jpg;[20,41,43]
tt0758745;Friday Night Lights;The trials and tribulations of small town Texas football players, their friends, family, and coaching staff.;86;2006;[drama,sport];friday_night_lights.jpg;[22,15,13,13,13]
tt0863046;Flight of the Conchords;Bret and Jemaine are Flight of the Conchords, a folk-rock band from New Zealand living in New York City in search of stardom.;85;2007;[comedy,music,musical];flight_of_the_conchords.jpg;[12,10]
tt0080306;Yes Minister;The Right Honorable James Hacker has landed the plum job of Cabinet Minister to the Department of Administration. At last he is in a position of power and can carry out some long-needed reforms, or so he thinks.;86;1980;[comedy];yes_minister.jpg;[7,7,8]
tt5753856;Dark;A family saga with a supernatural twist, set in a German town, where the disappearance of two young children exposes the relationships among four families.;85;2017;[crime,drama,mystery];dark.jpg;[10,1]
